#,Project,Tracker,Parent task,Status,Priority,Subject,Author,Assignee,Updated,Category,Target version,Start date,Due date,Estimated time,Spent time,% Done,Created,Closed,Related issues,Function Category,Rank,Actual Start Date,Actual Due Date,External Id,FS Update,FS Update Category,Schedule Impact,Estimated Impact,Actual Impact,Current Assignee,Discovered Test Process,Occurrence Condition,Cause Identified on,Cause Classification,Insertion Phase,Related member,Completion Condition,Assignee on Vendor side,Free text_1,Free text_2,Free text_3,Free numeric value_1,Free numeric value_2,Free numeric value_3,Private,Description
2911,4865_Post DRAGON Core Development,Bug,"",Closed,High,"Lot2-Mod4- I000044- Insertion is happeing as null in col13, col15, col19",Testlink System,SANGEETHA RAGHUNATHAN,12/20/2015 02:57 PM,"","",12/19/2015,"","",0,100,12/19/2015 03:15 PM,12/20/2015 02:57 PM,"",Interface / ????????,C,12/19/2015,"",I000044,No,"",No,"","",RNTBCI,?????/Joint test,normal,"",Bug / ??,Implementation,SAMBIT BEDANTA,"","",UT,"",LOT2#2,"","","",No,"Execute the interface with production method as B and C.
Data should be inserted as 0 0r 1 in common interface data as per given calculation in design document.

Actual:
Data is inserting as Null."
2910,4865_Post DRAGON Core Development,Bug,"",Closed,Low,I000040-Status Column inserted as Wrong when Data Not Found.,PAVANI PINNAKA,ARIF AHMED,12/19/2015 04:47 PM,"","",12/18/2015,12/19/2015,"",0,100,12/19/2015 02:01 PM,12/19/2015 04:47 PM,"",Interface / ????????,C,12/18/2015,12/19/2015,I000040,No,"",No,"","",RNTBCI,?????/Joint test,normal,12/19/2015,Bug / ??,Implementation,SAMBIT BEDANTA,"","",UT,"",LOT1#3,"","","",No,"Execute I000040 (Data Should not exist in TRN_AO_ETA_PRMTR for Input-POR code).
Check STTS Column in CMN_FILE_HDR.

Actual Result: STTS Column remains 'U'.
Expected Result: It Should update as 'P'."
2909,4865_Post DRAGON Core Development,Bug,"",Closed,High,Lot-1/B000059:Convert and Filter Receive File/11009-6499:JTC_Conv_Receive File_All Files_11 -With valid data batch ends with M00167 Issue always,Testlink System,SAMBIT BEDANTA,12/19/2015 06:47 PM,"","",12/19/2015,12/19/2015,"",0,100,12/19/2015 03:53 AM,12/19/2015 06:47 PM,"",Batch / ???,A,12/18/2015,12/19/2015,B000059,No,"",No,"",Impact the basic positive flow,RNTBCI,?????/Joint test,normal,12/19/2015,Bug / ??,Implementation,SAMBIT BEDANTA,"","",JT,"",LOT1#3,"","","",No,"Execute the batch with valid data.
Make sure there is space in Colour description.
Batch ends with M00167 issue. Space is trimmed from the input file data."
2908,4865_Post DRAGON Core Development,Bug,"",Closed,Normal,Lot-1/Convert and Filter Receive File/11009-6504:JTC_Conv_Receive File_Throw Errors_Log_16 - File name along with path name is displayed in the error message,Testlink System,SAMBIT BEDANTA,12/24/2015 06:59 PM,"","",12/19/2015,12/21/2015,"",0,100,12/19/2015 03:31 AM,12/24/2015 06:59 PM,"",Batch / ???,C,12/18/2015,12/21/2015,B000059,No,"",No,"",No Impact on the functionality,RNTBCI,?????/Joint test,normal,12/19/2015,Bug / ??,Implementation,SAMBIT BEDANTA,"","",UT,"",LOT1#3,"","","",No,"Configure MST_INTERFACE with Multiple file value as 0.
Place multiple files in desired location.
Execute the batch with the file id.
Batch execution is as expected.
Error code multiple file is displaying the complete path of the file,instead of file name alone.
Refer the attachment."
2906,4865_Post DRAGON Core Development,Bug,"",Closed,Normal,Lot-1/11009-3989: S037 - Upload Operation check_57 - upload not working,Testlink System,PAVANI PINNAKA,12/23/2015 09:22 PM,"","",12/18/2015,"","",0,100,12/18/2015 10:06 PM,12/23/2015 09:22 PM,"",Screen / ??,B,12/18/2015,12/19/2015,S037,No,"",No,"","",RNTBCI,?????/Joint test,normal,"",Bug / ??,Implementation,SAMBIT BEDANTA,"","",UT,"",LOT1#3,"","","",No,"Steps:
1.update the records in upload file and upload.
2.update saved successfully. But data not updated."
2905,4865_Post DRAGON Core Development,Bug,"",Closed,High,Lot1_Mod8-B000027- Illegal argument exception,Testlink System,NIROSHA THIYAGARAJAN,12/19/2015 03:42 PM,"","",12/18/2015,12/19/2015,"",0,100,12/18/2015 09:34 PM,12/19/2015 03:42 PM,"",Batch / ???,A,12/18/2015,"",B000027,No,"",No,"","",RNTBCI,?????/Joint test,normal,"",Bug / ??,Implementation,SAMBIT BEDANTA,"","",UT,"",LOT1#3,"","","",No,"Execute the batch with 09 F1 N.
Batch should insert data in monthly prod schedule trn.

Actual:
Illegal argument exception."
2902,4865_Post DRAGON Core Development,Bug,"",Closed,Normal,Lot2-Mod4- I000044- Status updation for I044-I045-I046,Testlink System,SANGEETHA RAGHUNATHAN,12/19/2015 03:09 PM,"","",12/18/2015,12/19/2015,"",0,100,12/18/2015 07:21 PM,12/19/2015 03:09 PM,"",Interface / ????????,C,12/18/2015,"",I000044,No,"",No,"","",RNTBCI,?????/Joint test,normal,"",Bug / ??,Implementation,SAMBIT BEDANTA,"","",UT,"",LOT2#2,"","","",No,"Interface status should be updated as U for no data, insertion failed and run time error message,
Status should be updated as P for successfully completed.
Remarks column should be updated as I000045 for I000045 interface execution.

Actual;
Status is updating as U for success and no data found.
F is updating for insertion failed.
Remarks column is updating as I000044 for Interface I00045 and 46."
2901,4865_Post DRAGON Core Development,Bug,"",Closed,Normal,Lot-1/11009-3973: S037 - Download Operation_41 - order qty 0 and from & to date are not availalbe - data to be removed,Testlink System,PAVANI PINNAKA,12/21/2015 09:15 PM,"","",12/18/2015,12/19/2015,"",0,100,12/18/2015 07:18 PM,12/21/2015 09:15 PM,"",Screen / ??,B,12/18/2015,12/18/2015,S037,No,"",No,"","",RNTBCI,?????/Joint test,normal,"",Bug / ??,Implementation,SAMBIT BEDANTA,"","",UT,"",LOT1#3,"","","",No,"Issues:
1.When order qty is 0 and from & to date are not availalbe, the record is not removed from Download file too.
2.Cell Border is not available for each column in downloaded file.
3.Colors missing in downloaded file.
4.File naming is wrong.

Expected result:
1.the record should be removed from Download file too.
2.Cell Border required for each column in downloaded file.
3.Color needs to be displayed in downloaded file too.
4.File naming should be S037yearmonthdatehoursminssec."
2891,4865_Post DRAGON Core Development,Bug,"",Closed,High,Lot2-Mod4- I000044- Insertion is wrong in common interface data,Testlink System,SANGEETHA RAGHUNATHAN,12/19/2015 03:10 PM,"","",12/18/2015,12/19/2015,"",0,100,12/18/2015 07:12 PM,12/19/2015 03:10 PM,"",Interface / ????????,B,12/18/2015,"",I000044,No,"",No,"","",RNTBCI,?????/Joint test,normal,"",Bug / ??,Implementation,SAMBIT BEDANTA,"","",UT,"",LOT2#2,"","","",No,"Execute the interface with order take base month as 201403.
only data with production month equal to order take base month should be extracted from weekly production schedule trn and inserted into common interface data.
likewise  production month  other than  order take base month should be extracted from monthly production schedule trn and inserted into common interface data.

Actual:
All data from  weekly and monthly  production schedule trn are inseted into common interface data."
2890,4865_Post DRAGON Core Development,Issue,"",Closed,Normal,Lot0 : I000009 POR02 Insertion Error (SEQ15),SHINICHI KANAI,SHINICHI KANAI,01/06/2016 09:24 AM,"","",12/18/2015,12/21/2015,"",0,100,12/18/2015 07:03 PM,01/06/2016 09:24 AM,Copied from #2883,Interface / ????????,B,12/18/2015,"",I000009,"","",No,"","",NML,"","","","","","","","","","","","","","",No,"After I000009 (Prod Type Data) executed for POR 02, the result ended ""Insertion Error"".
Please investigate the reasons and modify the source codes(If required).

Expect : The target 75 records should be inserted & updated.
Actaul : No records were inserted & Updated.

Server : PD-QA
POR CD : 02
SEQ No.  15

Test logs  : 
http://nissan-asia-workspace.share.jp.nissan.biz/IS/Prj4178/Shared%20Documents/Forms/AllItems.aspx?RootFolder=%2FIS%2FPrj4178%2FShared%20Documents%2F1%2E%20Implementation%2F20%5FMake%2F50%5FIS%20Test%20Deliverables%2F01%5FLOT1%2F90%2E%20QA%20Environment%20Setting%2F30%2E%20Lot0%20Data%2FI000009%2FPOR%5F02&InitialTabId=Ribbon%2EDocument&VisibilityContext=WSSTabPersistence

Shell Information : I000009_POR02_shell.txt
The target data have to be Inserted & Update : I000009-POR_02-IFDATA.csv, I000009-POR_02-IFDATA.txt
Execution Logs : I000009.20151218184826246.zip


"
2888,4865_Post DRAGON Core Development,Bug,"",Closed,Normal,Lot-1/11009-3968: S037 - Search Operation Check_36 - Pink bg not visible fully and calendar popup not available,Testlink System,ANAND KINGSLY,12/22/2015 07:49 PM,"","",12/18/2015,"","",0,100,12/18/2015 06:39 PM,12/22/2015 07:49 PM,"",Screen / ??,C,12/18/2015,12/19/2015,S037,No,"",No,"","",RNTBCI,?????/Joint test,normal,"",Bug / ??,Implementation,SAMBIT BEDANTA,"","",UT,"",LOT1#3,"","","",No,"Steps:
1.Check for the result grid when order total is less than volume partial. Volume partial is not displayed in Pink Background.
2.Check for the result grid when order total is zero. Highlight Offline Date(from and to) and Volume(Partial) columns in Pink Background.
3.Check for from and to in result grid. It is not a calender drop down.

Expected result:
>Volume partial should be displayed in Pink Background.
>Highlight Offline Date(from and to) and Volume(Partial) columns should be in Pink Background.
>It should be a calender drop down."
2886,4865_Post DRAGON Core Development,Bug,"",Closed,High,Lot2-Mod4- I000044- Insertion is not happening when input is given as (*),Testlink System,SANGEETHA RAGHUNATHAN,12/19/2015 03:08 PM,"","",12/18/2015,12/18/2015,"",0,100,12/18/2015 06:24 PM,12/19/2015 03:08 PM,"",Interface / ????????,B,12/18/2015,"",I000044,No,"",No,"","",RNTBCI,?????/Joint test,normal,"",Bug / ??,Implementation,SAMBIT BEDANTA,"","",JT,"",LOT2#2,"","","",No,"Execute the interface with input parameter as I000044.sh I000044 I000044 1 ""09,G,GOM,*,7XUN00"".
Data should be inserted in common interface data.

Actual:
No data found message is coming"
2883,4865_Post DRAGON Core Development,Bug,"",Closed,Normal,Lot0 : I000008 POR02 Insertion Error (SEQ14),SHINICHI KANAI,SHINICHI KANAI,01/10/2016 03:44 PM,"","",12/18/2015,12/21/2015,"",0,100,12/18/2015 06:02 PM,01/06/2016 09:20 AM,"Copied to #2890, Copied to #2943",Interface / ????????,B,12/18/2015,"",I000008,No,"",No,"","",NML,?????/Integration Test,normal,"",Faulty Data / ?????,Testing,"","","",2943,"","","","","",No,"After I000008 (OCF CLASSIFICATION Data) executed for POR 02, the result ended ""Insertion Error"".
Please investigate the reasons and modify the source codes(If required).

Expect : The target 3,903 records should be inserted & updated.
Actaul : Only 1,000 records were inserted & Updated.

Server : PD-QA
POR CD : 02
SEQ No.  14

Test logs  : 
http://nissan-asia-workspace.share.jp.nissan.biz/IS/Prj4178/Shared%20Documents/Forms/AllItems.aspx?RootFolder=%2FIS%2FPrj4178%2FShared%20Documents%2F1%2E%20Implementation%2F20%5FMake%2F50%5FIS%20Test%20Deliverables%2F01%5FLOT1%2F90%2E%20QA%20Environment%20Setting%2F30%2E%20Lot0%20Data%2FI000008&InitialTabId=Ribbon%2EDocument&VisibilityContext=WSSTabPersistence

Shell Information : I000008_POR02_shell.txt
The target data have to be Inserted & Update : I000008_POR02_testdata.csv
After Executed table : After_I000008_POR02_MST_OCF_CLASSFTN.csv
Execution Logs : I000008.20151218163833369.zip


"
2882,4865_Post DRAGON Core Development,Bug,"",Closed,Normal,I000040-Data Insertion Wrong in CMN_INTERFACE_DATA Table,PAVANI PINNAKA,ARIF AHMED,12/18/2015 09:19 PM,"","",12/18/2015,12/19/2015,"",0,100,12/18/2015 05:29 PM,12/18/2015 09:19 PM,"",Interface / ????????,B,12/18/2015,12/19/2015,I000040,No,"",No,"","",RNTBCI,?????/Joint test,normal,12/18/2015,Bug / ??,Implementation,SAMBIT BEDANTA,"","",UT,"",LOT1#3,"","","",No,"Execute I000040 with valid input (I000040 09 I000040).
Compare Data existed in TRN_AO_ETA_PRMTR, MST_OEI_SPEC and Inserted in CMN_INTERFACE_DATA

Actual Result: 3 Records Existed in TRN_AO_ETA_PRMTR But Only one Record inserted 3 times in CMN_INTERFACE_DATA

Expected Result: It Should insert 3 records in CMN_INTERFACE_DATA only one time."
2879,4865_Post DRAGON Core Development,Bug,"",Closed,Normal,Lot1-Mod8_b000027-Log contains same query thrice,Testlink System,NIROSHA THIYAGARAJAN,12/19/2015 03:43 PM,"","",12/18/2015,"","",0,100,12/18/2015 04:24 PM,12/19/2015 03:43 PM,"",Batch / ???,C,12/18/2015,"",B000027,No,"",No,"","",RNTBCI,?????/Joint test,normal,"",Bug / ??,Implementation,SAMBIT BEDANTA,"","",UT,"",LOT1#3,"","","",No,"Execute the batch B000027 with 09 F1 N.
Batch should insert data in monthly production schedule trn.
Log should contain the extraction query single time.

Actual:
Same query is repeating thrice"
2877,4865_Post DRAGON Core Development,Bug,"",Closed,Low,I000040-FILE_NAME is not Inserted in CMN_FILE_HEADER Table,PAVANI PINNAKA,ARIF AHMED,12/19/2015 01:54 PM,"","",12/18/2015,12/19/2015,"",0,100,12/18/2015 04:18 PM,12/19/2015 01:54 PM,"",Interface / ????????,C,12/18/2015,12/19/2015,I000040,No,"",No,"","",RNTBCI,?????/Joint test,normal,12/18/2015,Bug / ??,Implementation,SAMBIT BEDANTA,"","",UT,"",LOT1#3,"","","",No,"Execute I000040 with valid input(I000040 09 I000040) --> Check CMN_FILE_HEADER after Execution.
Insertion of Sequence_No, Interface_File_ID, Transaction_Type is OK.

Check STTS and Remarks column in CMN_FILE_HEADER

Expected Result: 1) It Should insert FILE_NAME Column also
2) STTS and Remarks column Should Update."
2876,4865_Post DRAGON Core Development,Bug,"",Closed,High,Lot1_Mod8-B000027- array out of bound exception,Testlink System,SURENDRAN PALANISAMY,12/18/2015 09:37 PM,"","",12/18/2015,12/19/2015,"",0,100,12/18/2015 04:11 PM,12/18/2015 09:37 PM,"",Batch / ???,A,12/18/2015,"",B000027,No,"",No,"","",RNTBCI,?????/Joint test,normal,"",Bug / ??,Implementation,SAMBIT BEDANTA,"","",UT,"",LOT1#3,"","","",No,"Execute the batch with 09 F1 N as  input parameter
Batch should insert data in monthly production order trn.

Actual:
Array out of bound exception."
2875,4865_Post DRAGON Core Development,Bug,"",Closed,Low,Lot1-Mod8_b000027- No Atach Ex No in parameter mst mesage,Testlink System,NIROSHA THIYAGARAJAN,12/18/2015 11:13 PM,"","",12/18/2015,12/21/2015,"",0,100,12/18/2015 03:33 PM,12/18/2015 11:13 PM,"",Batch / ???,C,12/18/2015,"",B000027,No,"",No,"","",RNTBCI,?????/Joint test,normal,"",Bug / ??,Implementation,SAMBIT BEDANTA,"","",UT,"",LOT1#3,"","","",No,"Execute the batch with no attach ex no mat in parameter mst.
Error message should be updated as per the design.

Actual:
Error message is not matched with design."
2874,4865_Post DRAGON Core Development,Bug,"",Closed,Low,Lot1-Mod8_b000027- No horizon  data for car series in por car srs mst mesage,Testlink System,NIROSHA THIYAGARAJAN,12/18/2015 11:12 PM,"","",12/18/2015,12/21/2015,"",0,100,12/18/2015 03:14 PM,12/18/2015 11:12 PM,"",Batch / ???,C,12/18/2015,"",B000027,No,"",No,"","",RNTBCI,?????/Joint test,normal,"",Bug / ??,Implementation,SAMBIT BEDANTA,"","",UT,"",LOT1#3,"","","",No,"Execute the batch with no horizon data in por car series mst.
Batch should stop by updating error message as per design.
Actual:
Error message is not as per design"
2873,4865_Post DRAGON Core Development,Bug,"",Closed,Low,Lot1-Mod8_b000027- No data in parameter mst mesage,Testlink System,NIROSHA THIYAGARAJAN,12/18/2015 11:10 PM,"","",12/18/2015,12/21/2015,"",0,100,12/18/2015 03:10 PM,12/18/2015 11:10 PM,"",Batch / ???,C,12/18/2015,"",B000027,No,"",No,"","",RNTBCI,?????/Joint test,normal,"",Bug / ??,Implementation,SAMBIT BEDANTA,"","",UT,"",LOT1#3,"","","",No,"Execute the batch with no data in parameter mst for reuse production number.
Error message should be updated in log.

Actual:
Error message is not updating as per design document"
2866,4865_Post DRAGON Core Development,Bug,"",Closed,High,LOT1-Mod8-I000039 inseertion in common interface data in wrong,Testlink System,ARIF AHMED,12/19/2015 09:27 PM,"","",12/18/2015,"","",0,100,12/18/2015 02:48 PM,12/19/2015 09:27 PM,"",Interface / ????????,A,12/18/2015,"",I000039,No,"",No,"","",RNTBCI,?????/Joint test,normal,"",Bug / ??,Implementation,SAMBIT BEDANTA,"","",UT,"",LOT1#3,"","","",No,"Check for the insertion in common interface data after execution of I000039.
Record should be inserted in common interface data.

Actual:
Data is inserting as duplicate."
2864,4865_Post DRAGON Core Development,Bug,"",Closed,Normal,LOT1-Mod8-I000039 No status updation,Testlink System,ARIF AHMED,12/19/2015 09:28 PM,"","",12/18/2015,12/20/2015,"",0,100,12/18/2015 02:42 PM,12/19/2015 09:28 PM,"",Interface / ????????,C,12/18/2015,"",I000039,No,"",No,"","",RNTBCI,?????/Joint test,normal,"",Bug / ??,Implementation,SAMBIT BEDANTA,"","",UT,"",LOT1#3,"","","",No,"Execute the interface with no data in monthly production schedule trn.
No data found message should be updated in common file header.

Actual;
No status updation."
2861,4865_Post DRAGON Core Development,Bug,"",Closed,High,Lot2-Mod4- I000044- Ins ertion failed with ora exception.,Testlink System,SANGEETHA RAGHUNATHAN,12/18/2015 06:20 PM,"","",12/17/2015,12/18/2015,"",0,100,12/17/2015 10:43 PM,12/18/2015 06:20 PM,"",Interface / ????????,A,12/17/2015,"",I000044,No,"",No,"","",RNTBCI,?????/Joint test,normal,"",Bug / ??,Implementation,SAMBIT BEDANTA,"","",UT,"",LOT2#2,"","","",No,"Execute the interface with data in latest master schedule trn and weekly prod schedule trn.

Excepted:
Data should be inserted in common interface data and common file header.

Actual:
Interface ended wih ora00937 exception.
Cannot able to proceed further"
2860,4865_Post DRAGON Core Development,Bug,"",Closed,Normal,Lot1-Mod7-B000028- buyer grp is not inserting in ocf breach report,Testlink System,SAMBIT BEDANTA,01/06/2016 03:41 PM,"","",12/17/2015,"","",0,100,12/17/2015 09:10 PM,01/06/2016 03:41 PM,"",Batch / ???,C,12/17/2015,"",B000028,No,"",No,"","",RNTBCI,?????/Joint test,normal,"",Bug / ??,Implementation,SAMBIT BEDANTA,"","",UT,"",LOT1#3,"","","",No,"Execute the batch with several buyer grp cd in buyer grp ocf usage.
Breach report need to be generated for available buyer grp cd.

Actual:Only two buyer grp cd is updating in the breach report"
2859,4865_Post DRAGON Core Development,Bug,"",Closed,Normal,Lot-1/Offline Date Request Maintenance/11009-3987:Log check_55 -M000094 Message Fails to be displayed.,Testlink System,ASHUTOSH DASH,01/07/2016 07:01 PM,"",Lot-01 R03,12/17/2015,12/17/2015,"",0,100,12/17/2015 07:05 PM,01/07/2016 07:01 PM,"",Screen / ??,C,12/11/2015,12/17/2015,S037,No,"",No,"","",RNTBCI,?????/Joint test,normal,12/17/2015,Bug / ??,Implementation,SAMBIT BEDANTA,"","",UT,"",LOT1#3,"","","",No,"Do a search operation
Modify the 1st Tow to Partial Vol to 0.
2nd Row Value to 99999
Save the transaction. There is no error message with Error Code M00094 :Volume (Partial) should be less than Order Total"""
2858,4865_Post DRAGON Core Development,Bug,"",Closed,Normal,Lot-1/Offline Date Request Maintenance/11009-3978:Update Operation check_46 - No Message alert for Success/failed Save,Testlink System,SAMBIT BEDANTA,12/22/2015 04:14 PM,"",Lot-01 R03,12/17/2015,12/17/2015,"",0,100,12/17/2015 04:07 PM,12/22/2015 04:14 PM,"",Screen / ??,C,12/11/2015,12/17/2015,S037,No,"",No,"","",RNTBCI,?????/Joint test,normal,12/17/2015,Bug / ??,Implementation,SAMBIT BEDANTA,"","",UT,"",LOT1#3,"","","",No,"Do a search operation.
Modify the Qty and click the save. Data gets updated.
But there is no message alert for the Successful Save Operation."
2857,4865_Post DRAGON Core Development,Bug,"",Closed,High,Lot-1/Offline Date Request Maintenance/11009-3966:Search Operation Check_34 - Repeated records in search result,Testlink System,PAVANI PINNAKA,12/24/2015 11:19 PM,"","",12/17/2015,12/17/2015,"",0,100,12/17/2015 04:01 PM,12/24/2015 11:19 PM,"",Screen / ??,B,12/11/2015,12/17/2015,S037,No,"",No,"","",RNTBCI,?????/Joint test,normal,12/17/2015,Bug / ??,Implementation,SAMBIT BEDANTA,"","",UT,"",LOT1#3,"","","",No,While doing a search or download operation with Mandatory fields only returning repeated records.
